prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
32,1024,16,1024,39.05
32,1024,16,2048,42.558
32,1024,32,0,42.459
32,1024,32,64,43.69
32,1024,32,128,43.719
32,1024,32,256,43.776
32,1024,32,512,43.815
32,1024,32,1024,43.986
32,1024,32,2048,45.239
32,1024,64,0,33.913
32,1024,64,64,51.691
32,1024,64,128,53.889
32,1024,64,256,53.902
32,1024,64,512,53.903
32,1024,64,1024,54.035
32,1024,64,2048,54.246
32,1024,128,0,33.903
32,1024,128,64,33.901
32,1024,128,128,72.659
32,1024,128,256,72.644
32,1024,128,512,72.585
32,1024,128,1024,72.604
32,1024,128,2048,72.896
32,1024,256,0,33.987
32,1024,256,64,33.982
32,1024,256,128,33.998
32,1024,256,256,108.886
32,1024,256,512,109.985
32,1024,256,1024,110.166
32,1024,256,2048,110.327
32,2048,0,0,57.58
32,2048,0,64,57.58
32,2048,0,128,57.58
32,2048,0,256,57.58
32,2048,0,512,57.58
32,2048,0,1024,57.58
32,2048,0,2048,57.58
32,2048,1,0,63.024
32,2048,1,64,63.043
32,2048,1,128,64.598
32,2048,1,256,67.939
32,2048,1,512,74.847
32,2048,1,1024,88.525
32,2048,1,2048,115.292
32,2048,2,0,62.84
32,2048,2,64,62.859
32,2048,2,128,63.345
32,2048,2,256,65.416
32,2048,2,512,68.648
32,2048,2,1024,75.337
32,2048,2,2048,89.016
32,2048,4,0,62.891
32,2048,4,64,62.891
32,2048,4,128,62.895
32,2048,4,256,63.351
32,2048,4,512,65.392
32,2048,4,1024,68.668
32,2048,4,2048,75.511
32,2048,8,0,63.052
32,2048,8,64,63.052
32,2048,8,128,63.072
32,2048,8,256,63.105
32,2048,8,512,63.797
32,2048,8,1024,65.454
32,2048,8,2048,69.272
32,2048,16,0,64.682
32,2048,16,64,64.683
32,2048,16,128,64.713
32,2048,16,256,64.81
32,2048,16,512,64.941
32,2048,16,1024,65.361
32,2048,16,2048,68.869
32,2048,32,0,68.77
32,2048,32,64,70.001
32,2048,32,128,70.03
32,2048,32,256,70.087
32,2048,32,512,70.126
32,2048,32,1024,70.297
32,2048,32,2048,71.55
32,2048,64,0,60.224
32,2048,64,64,78.002
32,2048,64,128,80.2
32,2048,64,256,80.213
32,2048,64,512,80.214
32,2048,64,1024,80.346
32,2048,64,2048,80.557
32,2048,128,0,60.214
32,2048,128,64,60.212
32,2048,128,128,98.97
32,2048,128,256,98.955
32,2048,128,512,98.896
32,2048,128,1024,98.915
32,2048,128,2048,99.207
32,2048,256,0,60.298
32,2048,256,64,60.293
32,2048,256,128,60.309
32,2048,256,256,135.197
32,2048,256,512,136.296
32,2048,256,1024,136.477
32,2048,256,2048,136.638
64,0,0,0,5.43
64,0,0,64,5.43
64,0,0,128,5.43
64,0,0,256,5.43
64,0,0,512,5.43
64,0,0,1024,5.43
64,0,0,2048,5.43
64,0,1,0,10.874
64,0,1,64,10.893
64,0,1,128,12.448
64,0,1,256,15.789
64,0,1,512,22.697
64,0,1,1024,36.375
64,0,1,2048,63.142
64,0,2,0,10.69
64,0,2,64,10.709
64,0,2,128,11.195
64,0,2,256,13.266
64,0,2,512,16.498
64,0,2,1024,23.187
64,0,2,2048,36.866
64,0,4,0,10.741
64,0,4,64,10.741
64,0,4,128,10.745
64,0,4,256,11.201
64,0,4,512,13.242
64,0,4,1024,16.518
64,0,4,2048,23.361
64,0,8,0,10.902
